trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1,False,"{'a': 0.002, 'e': 1.0}",30,0,-27.356276293810232,"{0: 22, 1: 6, 2: 2, 3: 0, 4: 0}",0
2,False,"{'a': 0.002, 'e': 0.9980019986673331}",20,0,-158.8304130652923,"{0: 10, 1: 0, 2: 7, 3: 1, 4: 2}",0
3,False,"{'a': 0.002, 'e': 0.9960079893439915}",25,0,-154.91985546008442,"{0: 16, 1: 1, 2: 5, 3: 0, 4: 3}",0
4,False,"{'a': 0.002, 'e': 0.9940179640539353}",20,14,12.706718557762883,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
5,False,"{'a': 0.002, 'e': 0.9920319148370607}",35,0,-210.47703155618268,"{0: 19, 1: 4, 2: 9, 3: 0, 4: 3}",0
6,False,"{'a': 0.002, 'e': 0.9900498337491681}",20,0,-46.01033003455465,"{0: 16, 1: 1, 2: 2, 3: 0, 4: 1}",0
7,False,"{'a': 0.002, 'e': 0.9880717128619305}",20,0,-80.54932934670381,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
8,False,"{'a': 0.002, 'e': 0.9860975442628619}",25,9,-85.95981485858549,"{0: 9, 1: 2, 2: 3, 3: 1, 4: 1}",1
9,False,"{'a': 0.002, 'e': 0.9841273200552851}",20,0,-102.99313793703016,"{0: 13, 1: 2, 2: 3, 3: 0, 4: 2}",0
10,False,"{'a': 0.002, 'e': 0.9821610323583008}",25,0,-159.82448774896454,"{0: 11, 1: 6, 2: 6, 3: 0, 4: 2}",0
11,False,"{'a': 0.002, 'e': 0.9801986733067553}",20,0,-127.33433081058158,"{0: 11, 1: 4, 2: 2, 3: 1, 4: 2}",0
12,False,"{'a': 0.002, 'e': 0.97824023505121}",25,0,-183.5881039441304,"{0: 13, 1: 3, 2: 6, 3: 0, 4: 3}",0
13,False,"{'a': 0.002, 'e': 0.9762857097579093}",25,0,-75.46777677372252,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
14,False,"{'a': 0.002, 'e': 0.9743350896087494}",25,0,-120.16519171653759,"{0: 16, 1: 3, 2: 4, 3: 0, 4: 2}",0
15,False,"{'a': 0.002, 'e': 0.9723883668012469}",25,0,-51.61820057454284,"{0: 18, 1: 1, 2: 6, 3: 0, 4: 0}",0
16,False,"{'a': 0.002, 'e': 0.9704455335485082}",25,7,-93.47734850360709,"{0: 10, 1: 1, 2: 6, 3: 0, 4: 1}",1
17,False,"{'a': 0.002, 'e': 0.9685065820791976}",20,0,-135.4629672996174,"{0: 11, 1: 3, 2: 3, 3: 1, 4: 2}",0
18,False,"{'a': 0.002, 'e': 0.9665715046375066}",25,0,-42.56657299669916,"{0: 19, 1: 2, 2: 3, 3: 1, 4: 0}",0
19,False,"{'a': 0.002, 'e': 0.9646402934831231}",20,0,-90.016858590513,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
20,False,"{'a': 0.002, 'e': 0.9627129408911995}",25,0,-194.76348489032816,"{0: 11, 1: 2, 2: 7, 3: 4, 4: 1}",0
21,False,"{'a': 0.002, 'e': 0.9607894391523232}",20,0,-125.99205961283707,"{0: 11, 1: 2, 2: 5, 3: 0, 4: 2}",0
22,False,"{'a': 0.002, 'e': 0.9588697805724845}",25,0,-109.48574675666579,"{0: 12, 1: 2, 2: 11, 3: 0, 4: 0}",0
23,False,"{'a': 0.002, 'e': 0.9569539574730467}",25,0,-112.06725756678819,"{0: 17, 1: 2, 2: 4, 3: 0, 4: 2}",0
24,False,"{'a': 0.002, 'e': 0.9550419621907147}",25,0,-129.4811024008892,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
25,False,"{'a': 0.002, 'e': 0.9531337870775047}",30,14,-69.6124781039407,"{0: 9, 1: 4, 2: 2, 3: 0, 4: 1}",1
26,False,"{'a': 0.002, 'e': 0.951229424500714}",20,0,-40.50995831485159,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",1
27,False,"{'a': 0.002, 'e': 0.9493288668428895}",20,0,-100.68094214685432,"{0: 11, 1: 3, 2: 4, 3: 1, 4: 1}",0
28,False,"{'a': 0.002, 'e': 0.9474321065017983}",25,0,-127.7690308726608,"{0: 16, 1: 1, 2: 6, 3: 0, 4: 2}",0
29,False,"{'a': 0.002, 'e': 0.9455391358903963}",20,0,-81.35436347061136,"{0: 12, 1: 3, 2: 4, 3: 0, 4: 1}",0
30,False,"{'a': 0.002, 'e': 0.9436499474367985}",25,0,-131.22982912637795,"{0: 15, 1: 2, 2: 6, 3: 0, 4: 2}",0
31,False,"{'a': 0.002, 'e': 0.9417645335842487}",20,0,-48.344942853638486,"{0: 13, 1: 2, 2: 5, 3: 0, 4: 0}",0
32,False,"{'a': 0.002, 'e': 0.9398828867910889}",20,0,-80.90716415985294,"{0: 13, 1: 1, 2: 5, 3: 0, 4: 1}",0
33,False,"{'a': 0.002, 'e': 0.9380049995307295}",20,0,-96.27929921997969,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
34,False,"{'a': 0.002, 'e': 0.9361308642916188}",20,3,-117.38832947489492,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 3}",1
35,False,"{'a': 0.002, 'e': 0.9342604735772135}",35,0,-28.982157062280756,"{0: 25, 1: 8, 2: 2, 3: 0, 4: 0}",0
36,False,"{'a': 0.002, 'e': 0.9323938199059483}",20,0,-70.11316182207617,"{0: 12, 1: 2, 2: 5, 3: 1, 4: 0}",0
37,False,"{'a': 0.002, 'e': 0.9305308958112057}",25,8,-60.34210607745066,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
38,False,"{'a': 0.002, 'e': 0.9286716938412872}",20,0,-117.77853382764593,"{0: 11, 1: 4, 2: 3, 3: 0, 4: 2}",0
39,False,"{'a': 0.002, 'e': 0.9268162065593822}",30,3,-117.64560333120592,"{0: 21, 1: 1, 2: 2, 3: 0, 4: 3}",1
40,False,"{'a': 0.002, 'e': 0.9249644265435393}",20,0,-99.35081336972205,"{0: 12, 1: 0, 2: 7, 3: 0, 4: 1}",0
41,False,"{'a': 0.002, 'e': 0.9231163463866358}",30,1,-200.41005883215854,"{0: 15, 1: 5, 2: 5, 3: 1, 4: 3}",1
42,False,"{'a': 0.002, 'e': 0.9212719586963487}",25,0,-109.55101387030062,"{0: 14, 1: 8, 2: 1, 3: 0, 4: 2}",0
43,False,"{'a': 0.002, 'e': 0.9194312560951247}",30,18,-72.43776991605532,"{0: 9, 1: 1, 2: 0, 3: 0, 4: 2}",1
44,False,"{'a': 0.002, 'e': 0.9175942312201509}",20,0,-103.97612716945441,"{0: 12, 1: 0, 2: 6, 3: 1, 4: 1}",0
45,False,"{'a': 0.002, 'e': 0.9157608767233256}",20,0,-50.1824603211002,"{0: 15, 1: 3, 2: 1, 3: 0, 4: 1}",0
46,False,"{'a': 0.002, 'e': 0.9139311852712282}",20,0,-118.48252795504582,"{0: 12, 1: 0, 2: 6, 3: 0, 4: 2}",0
47,False,"{'a': 0.002, 'e': 0.9121051495450904}",30,12,-24.3687788075647,"{0: 14, 1: 1, 2: 2, 3: 1, 4: 0}",1
48,False,"{'a': 0.002, 'e': 0.910282762240767}",20,3,-6.048244841279296,"{0: 14, 1: 2, 2: 1, 3: 0, 4: 0}",1
49,False,"{'a': 0.002, 'e': 0.9084640160687062}",25,0,-128.24094752192244,"{0: 13, 1: 4, 2: 6, 3: 1, 4: 1}",0
50,False,"{'a': 0.002, 'e': 0.9066489037539209}",30,0,-102.30567026125902,"{0: 19, 1: 3, 2: 7, 3: 0, 4: 1}",0
51,False,"{'a': 0.002, 'e': 0.9048374180359595}",20,0,-122.33378120323367,"{0: 15, 1: 0, 2: 2, 3: 0, 4: 3}",0
52,False,"{'a': 0.002, 'e': 0.9030295516688768}",25,7,-78.86570438042573,"{0: 11, 1: 1, 2: 5, 3: 0, 4: 1}",1
53,False,"{'a': 0.002, 'e': 0.9012252974212047}",30,0,-181.9235127625493,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
54,False,"{'a': 0.002, 'e': 0.899424648075924}",30,0,-66.85473944203714,"{0: 19, 1: 5, 2: 6, 3: 0, 4: 0}",0
55,False,"{'a': 0.002, 'e': 0.8976275964304349}",25,0,-107.34813859342414,"{0: 15, 1: 2, 2: 7, 3: 0, 4: 1}",0
56,False,"{'a': 0.002, 'e': 0.8958341352965282}",20,2,-116.09211057322354,"{0: 11, 1: 0, 2: 5, 3: 0, 4: 2}",1
57,False,"{'a': 0.002, 'e': 0.8940442575003572}",20,0,-97.54093027216169,"{0: 11, 1: 2, 2: 6, 3: 0, 4: 1}",0
58,False,"{'a': 0.002, 'e': 0.8922579558824083}",25,0,-39.86007706393093,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
59,False,"{'a': 0.002, 'e': 0.8904752232974726}",20,2,-27.271993127961426,"{0: 11, 1: 5, 2: 2, 3: 0, 4: 0}",1
60,False,"{'a': 0.002, 'e': 0.8886960526146174}",35,0,-105.30532316646894,"{0: 27, 1: 1, 2: 5, 3: 0, 4: 2}",0
61,False,"{'a': 0.002, 'e': 0.8869204367171575}",20,0,-28.83851821263623,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
62,False,"{'a': 0.002, 'e': 0.8851483685026271}",20,0,-110.06123414922783,"{0: 13, 1: 2, 2: 2, 3: 1, 4: 2}",0
63,False,"{'a': 0.002, 'e': 0.8833798408827509}",25,0,-105.58786506993961,"{0: 16, 1: 4, 2: 3, 3: 0, 4: 2}",1
64,False,"{'a': 0.002, 'e': 0.8816148467834161}",30,0,-190.73895556540882,"{0: 18, 1: 2, 2: 6, 3: 1, 4: 3}",0
65,False,"{'a': 0.002, 'e': 0.8798533791446438}",20,0,-121.14012446501596,"{0: 12, 1: 3, 2: 2, 3: 1, 4: 2}",0
66,False,"{'a': 0.002, 'e': 0.8780954309205613}",20,0,-60.49512169115436,"{0: 11, 1: 3, 2: 6, 3: 0, 4: 0}",0
67,False,"{'a': 0.002, 'e': 0.8763409950793732}",25,0,-54.74644079148096,"{0: 16, 1: 4, 2: 5, 3: 0, 4: 0}",0
68,False,"{'a': 0.002, 'e': 0.874590064603334}",25,0,-60.8671927977175,"{0: 17, 1: 1, 2: 7, 3: 0, 4: 0}",0
69,False,"{'a': 0.002, 'e': 0.8728426324887193}",25,0,-58.80441193796476,"{0: 16, 1: 5, 2: 3, 3: 1, 4: 0}",0
70,False,"{'a': 0.002, 'e': 0.8710986917457983}",25,0,-162.09843563120162,"{0: 12, 1: 3, 2: 8, 3: 0, 4: 2}",0
71,False,"{'a': 0.002, 'e': 0.8693582353988059}",20,6,-43.8044736982377,"{0: 8, 1: 1, 2: 5, 3: 0, 4: 0}",1
72,False,"{'a': 0.002, 'e': 0.867621256485914}",20,0,-68.33100419697735,"{0: 13, 1: 3, 2: 3, 3: 0, 4: 1}",0
73,False,"{'a': 0.002, 'e': 0.865887748059205}",25,0,-172.0044894952493,"{0: 13, 1: 5, 2: 4, 3: 0, 4: 3}",0
74,False,"{'a': 0.002, 'e': 0.8641577031846428}",20,8,-18.35918342471153,"{0: 8, 1: 2, 2: 2, 3: 0, 4: 0}",1
75,False,"{'a': 0.002, 'e': 0.8624311149420455}",20,0,-64.45313754180093,"{0: 14, 1: 1, 2: 4, 3: 0, 4: 1}",0
76,False,"{'a': 0.002, 'e': 0.8607079764250578}",20,0,-56.3989505954841,"{0: 12, 1: 1, 2: 7, 3: 0, 4: 0}",0
77,False,"{'a': 0.002, 'e': 0.8589882807411234}",20,0,-46.805836523133095,"{0: 14, 1: 2, 2: 3, 3: 1, 4: 0}",0
78,False,"{'a': 0.002, 'e': 0.8572720210114575}",25,10,-15.667969415382345,"{0: 11, 1: 2, 2: 2, 3: 0, 4: 0}",1
79,False,"{'a': 0.002, 'e': 0.8555591903710185}",30,0,-112.6892118241813,"{0: 18, 1: 5, 2: 5, 3: 1, 4: 1}",0
80,False,"{'a': 0.002, 'e': 0.8538497819684817}",20,4,-92.6490100406362,"{0: 10, 1: 3, 2: 1, 3: 0, 4: 2}",1
81,False,"{'a': 0.002, 'e': 0.8521437889662113}",25,0,-65.42339332259867,"{0: 20, 1: 1, 2: 2, 3: 1, 4: 1}",0
82,False,"{'a': 0.002, 'e': 0.850441204540233}",30,5,-134.2158830138414,"{0: 14, 1: 3, 2: 6, 3: 0, 4: 2}",1
83,False,"{'a': 0.002, 'e': 0.8487420218802068}",20,0,-78.99705352923596,"{0: 16, 1: 1, 2: 1, 3: 0, 4: 2}",0
84,False,"{'a': 0.002, 'e': 0.8470462341893996}",25,13,-33.73062008484388,"{0: 6, 1: 3, 2: 3, 3: 0, 4: 0}",1
85,False,"{'a': 0.002, 'e': 0.8453538346846587}",25,0,-111.06728277257757,"{0: 18, 1: 2, 2: 2, 3: 1, 4: 2}",0
86,False,"{'a': 0.002, 'e': 0.8436648165963837}",25,0,-53.542838240201114,"{0: 16, 1: 3, 2: 6, 3: 0, 4: 0}",0
87,False,"{'a': 0.002, 'e': 0.8419791731684999}",25,0,-135.73844308884776,"{0: 11, 1: 4, 2: 9, 3: 0, 4: 1}",0
88,False,"{'a': 0.002, 'e': 0.8402968976584314}",25,0,-100.72209159056302,"{0: 15, 1: 3, 2: 6, 3: 0, 4: 1}",0
89,False,"{'a': 0.002, 'e': 0.838617983337074}",30,0,-187.84439488079693,"{0: 17, 1: 5, 2: 4, 3: 1, 4: 3}",0
90,False,"{'a': 0.002, 'e': 0.8369424234887681}",30,17,12.280415273601559,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
91,False,"{'a': 0.002, 'e': 0.835270211411272}",20,0,-150.9430255774163,"{0: 10, 1: 2, 2: 5, 3: 1, 4: 2}",0
92,False,"{'a': 0.002, 'e': 0.8336013404157353}",20,0,-83.07110747101015,"{0: 14, 1: 0, 2: 4, 3: 1, 4: 1}",0
93,False,"{'a': 0.002, 'e': 0.8319358038266718}",25,0,-82.5723266142103,"{0: 17, 1: 3, 2: 3, 3: 1, 4: 1}",0
94,False,"{'a': 0.002, 'e': 0.8302735949819326}",20,14,3.4634224351757172,"{0: 5, 1: 1, 2: 0, 3: 0, 4: 0}",1
95,False,"{'a': 0.002, 'e': 0.8286147072326806}",20,6,-14.295759683474392,"{0: 11, 1: 0, 2: 3, 3: 0, 4: 0}",1
96,False,"{'a': 0.002, 'e': 0.8269591339433623}",20,0,-44.41559029660286,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
97,False,"{'a': 0.002, 'e': 0.8253068684916823}",20,0,-81.4673750495736,"{0: 10, 1: 1, 2: 9, 3: 0, 4: 0}",0
98,False,"{'a': 0.002, 'e': 0.8236579042685769}",20,0,-74.73664994562701,"{0: 13, 1: 3, 2: 2, 3: 1, 4: 1}",0
99,False,"{'a': 0.002, 'e': 0.8220122346781865}",20,0,-91.60930916664927,"{0: 10, 1: 6, 2: 3, 3: 0, 4: 1}",0
100,False,"{'a': 0.002, 'e': 0.8203698531378311}",20,0,-10.04218995683621,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
101,False,"{'a': 0.002, 'e': 0.8187307530779818}",20,0,-97.98842837230211,"{0: 12, 1: 2, 2: 4, 3: 1, 4: 1}",0
102,False,"{'a': 0.002, 'e': 0.8170949279422366}",25,7,-115.04133369563966,"{0: 10, 1: 2, 2: 4, 3: 0, 4: 2}",1
103,False,"{'a': 0.002, 'e': 0.8154623711872927}",35,19,6.820805800141268,"{0: 14, 1: 1, 2: 1, 3: 0, 4: 0}",1
104,False,"{'a': 0.002, 'e': 0.8138330762829207}",30,7,-18.056737544321315,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 0}",1
105,False,"{'a': 0.002, 'e': 0.812207036711939}",20,0,-35.8552148826787,"{0: 17, 1: 1, 2: 1, 3: 0, 4: 1}",0
106,False,"{'a': 0.002, 'e': 0.8105842459701871}",20,0,-110.426513088799,"{0: 13, 1: 1, 2: 4, 3: 0, 4: 2}",0
107,False,"{'a': 0.002, 'e': 0.8089646975664998}",20,0,-41.08389605891841,"{0: 12, 1: 5, 2: 3, 3: 0, 4: 0}",0
108,False,"{'a': 0.002, 'e': 0.8073483850226815}",20,0,-13.704980448647616,"{0: 16, 1: 1, 2: 3, 3: 0, 4: 0}",0
109,False,"{'a': 0.002, 'e': 0.8057353018734796}",20,10,-13.739660962711572,"{0: 7, 1: 1, 2: 2, 3: 0, 4: 0}",1
110,False,"{'a': 0.002, 'e': 0.8041254416665596}",25,7,-97.92714350106804,"{0: 9, 1: 2, 2: 6, 3: 0, 4: 1}",1
111,False,"{'a': 0.002, 'e': 0.8025187979624785}",30,8,-1.3439325167729768,"{0: 19, 1: 0, 2: 3, 3: 0, 4: 0}",1
112,False,"{'a': 0.002, 'e': 0.8009153643346592}",35,7,-135.49120487052366,"{0: 19, 1: 3, 2: 3, 3: 0, 4: 3}",1
113,False,"{'a': 0.002, 'e': 0.7993151343693651}",20,0,-23.57339061624305,"{0: 15, 1: 2, 2: 3, 3: 0, 4: 0}",0
114,False,"{'a': 0.002, 'e': 0.7977181016656743}",30,0,-137.61013151081622,"{0: 21, 1: 3, 2: 3, 3: 0, 4: 3}",0
115,False,"{'a': 0.002, 'e': 0.7961242598354538}",25,4,-62.5278704947235,"{0: 14, 1: 4, 2: 2, 3: 0, 4: 1}",1
116,False,"{'a': 0.002, 'e': 0.794533602503334}",25,0,-104.16909968631641,"{0: 17, 1: 3, 2: 3, 3: 0, 4: 2}",0
117,False,"{'a': 0.002, 'e': 0.7929461233066837}",25,0,-28.632153501378042,"{0: 18, 1: 4, 2: 3, 3: 0, 4: 0}",0
118,False,"{'a': 0.002, 'e': 0.7913618158955839}",20,0,-10.08417335852467,"{0: 15, 1: 4, 2: 1, 3: 0, 4: 0}",0
119,False,"{'a': 0.002, 'e': 0.7897806739328027}",20,10,-43.923266323594106,"{0: 7, 1: 1, 2: 1, 3: 0, 4: 1}",1
120,False,"{'a': 0.002, 'e': 0.7882026910937704}",30,8,-63.96968437981397,"{0: 16, 1: 2, 2: 2, 3: 1, 4: 1}",1
121,False,"{'a': 0.002, 'e': 0.7866278610665535}",25,2,-76.96132592133284,"{0: 16, 1: 2, 2: 3, 3: 1, 4: 1}",1
122,False,"{'a': 0.002, 'e': 0.7850561775518295}",20,0,-175.79969386958754,"{0: 12, 1: 1, 2: 3, 3: 0, 4: 4}",0
123,False,"{'a': 0.002, 'e': 0.7834876342628625}",20,0,-141.70942244603927,"{0: 9, 1: 3, 2: 6, 3: 0, 4: 2}",0
124,False,"{'a': 0.002, 'e': 0.7819222249254772}",25,0,-36.57525459738304,"{0: 18, 1: 2, 2: 5, 3: 0, 4: 0}",0
125,False,"{'a': 0.002, 'e': 0.7803599432780343}",30,0,-151.94790676963638,"{0: 18, 1: 2, 2: 7, 3: 1, 4: 2}",1
126,False,"{'a': 0.002, 'e': 0.7788007830714049}",20,6,8.420880448338812,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
127,False,"{'a': 0.002, 'e': 0.7772447380689461}",20,0,-100.1998333044317,"{0: 14, 1: 1, 2: 3, 3: 0, 4: 2}",0
128,False,"{'a': 0.002, 'e': 0.775691802046476}",20,0,-82.8674784596231,"{0: 11, 1: 5, 2: 3, 3: 0, 4: 1}",0
129,False,"{'a': 0.002, 'e': 0.7741419687922484}",30,0,-87.44624322432053,"{0: 20, 1: 5, 2: 4, 3: 0, 4: 1}",0
130,False,"{'a': 0.002, 'e': 0.772595232106928}",20,0,-59.48861115240706,"{0: 14, 1: 3, 2: 2, 3: 0, 4: 1}",0
131,False,"{'a': 0.002, 'e': 0.7710515858035663}",20,0,-91.50198808874858,"{0: 11, 1: 5, 2: 2, 3: 1, 4: 1}",0
132,False,"{'a': 0.002, 'e': 0.7695110237075758}",20,0,-48.734622595013185,"{0: 16, 1: 0, 2: 3, 3: 0, 4: 1}",0
133,False,"{'a': 0.002, 'e': 0.7679735396567061}",20,0,-175.49607472557094,"{0: 13, 1: 0, 2: 3, 3: 0, 4: 4}",0
134,False,"{'a': 0.002, 'e': 0.7664391275010192}",25,0,-116.85232264450272,"{0: 16, 1: 2, 2: 5, 3: 0, 4: 2}",0
135,False,"{'a': 0.002, 'e': 0.764907781102864}",25,11,-40.19602994917639,"{0: 11, 1: 1, 2: 1, 3: 0, 4: 1}",1
136,False,"{'a': 0.002, 'e': 0.7633794943368531}",30,10,-4.699724314755159,"{0: 18, 1: 0, 2: 1, 3: 1, 4: 0}",1
137,False,"{'a': 0.002, 'e': 0.7618542610898376}",20,12,9.740820770375096,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
138,False,"{'a': 0.002, 'e': 0.7603320752608821}",20,0,11.241277140624616,"{0: 18, 1: 1, 2: 1, 3: 0, 4: 0}",0
139,False,"{'a': 0.002, 'e': 0.7588129307612413}",25,0,-132.3132807849817,"{0: 16, 1: 2, 2: 4, 3: 1, 4: 2}",0
140,False,"{'a': 0.002, 'e': 0.7572968215143355}",25,2,-8.295564175350455,"{0: 19, 1: 1, 2: 3, 3: 0, 4: 0}",1
141,False,"{'a': 0.002, 'e': 0.7557837414557255}",25,0,-84.93649861088306,"{0: 17, 1: 0, 2: 7, 3: 0, 4: 1}",0
142,False,"{'a': 0.002, 'e': 0.754273684533089}",25,0,-42.522943482736366,"{0: 21, 1: 0, 2: 3, 3: 0, 4: 1}",0
143,False,"{'a': 0.002, 'e': 0.7527666447061963}",20,0,-22.365922385488663,"{0: 15, 1: 1, 2: 4, 3: 0, 4: 0}",0
144,False,"{'a': 0.002, 'e': 0.751262615946886}",20,0,-3.700871038259651,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
145,False,"{'a': 0.002, 'e': 0.7497615922390413}",30,0,-162.57207359410046,"{0: 18, 1: 4, 2: 5, 3: 0, 4: 3}",0
146,False,"{'a': 0.002, 'e': 0.7482635675785653}",30,0,-99.11031088649138,"{0: 25, 1: 2, 2: 0, 3: 0, 4: 3}",0
147,False,"{'a': 0.002, 'e': 0.7467685359733571}",20,0,-179.52855023451127,"{0: 11, 1: 3, 2: 2, 3: 0, 4: 4}",0
148,False,"{'a': 0.002, 'e': 0.7452764914432887}",20,13,-10.917825670531807,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
149,False,"{'a': 0.002, 'e': 0.7437874280201796}",20,13,-12.385845919884122,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
150,False,"{'a': 0.002, 'e': 0.7423013397477743}",30,0,-90.4843927369957,"{0: 20, 1: 5, 2: 3, 3: 1, 4: 1}",0
151,False,"{'a': 0.002, 'e': 0.7408182206817179}",25,0,-164.52560650172396,"{0: 15, 1: 2, 2: 5, 3: 0, 4: 3}",0
152,False,"{'a': 0.002, 'e': 0.7393380648895319}",20,3,-62.266654289094895,"{0: 12, 1: 0, 2: 4, 3: 0, 4: 1}",1
153,False,"{'a': 0.002, 'e': 0.7378608664505911}",30,13,-23.662091176432906,"{0: 13, 1: 0, 2: 4, 3: 0, 4: 0}",1
154,False,"{'a': 0.002, 'e': 0.7363866194561001}",30,10,-82.1683348366054,"{0: 11, 1: 2, 2: 5, 3: 2, 4: 0}",1
155,False,"{'a': 0.002, 'e': 0.7349153180090687}",20,0,-95.50606612989507,"{0: 14, 1: 2, 2: 2, 3: 0, 4: 2}",0
156,False,"{'a': 0.002, 'e': 0.7334469562242892}",20,0,-27.83611426978094,"{0: 16, 1: 1, 2: 2, 3: 1, 4: 0}",0
157,False,"{'a': 0.002, 'e': 0.7319815282283126}",20,0,-9.147749337067811,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
158,False,"{'a': 0.002, 'e': 0.7305190281594249}",20,13,-6.550087726082319,"{0: 5, 1: 1, 2: 1, 3: 0, 4: 0}",1
159,False,"{'a': 0.002, 'e': 0.7290594501676237}",25,15,-19.023862191943593,"{0: 7, 1: 0, 2: 3, 3: 0, 4: 0}",1
160,False,"{'a': 0.002, 'e': 0.7276027884145955}",30,0,-97.26785555662062,"{0: 19, 1: 1, 2: 9, 3: 1, 4: 0}",0
161,False,"{'a': 0.002, 'e': 0.7261490370736909}",35,7,-30.65825097770382,"{0: 20, 1: 5, 2: 2, 3: 1, 4: 0}",1
162,False,"{'a': 0.002, 'e': 0.7246981903299029}",20,12,-12.203007958831796,"{0: 6, 1: 0, 2: 2, 3: 0, 4: 0}",1
163,False,"{'a': 0.002, 'e': 0.7232502423798424}",20,9,-4.800258411904942,"{0: 8, 1: 2, 2: 1, 3: 0, 4: 0}",1
164,False,"{'a': 0.002, 'e': 0.7218051874317158}",20,0,-59.16627121722914,"{0: 15, 1: 1, 2: 3, 3: 0, 4: 1}",0
165,False,"{'a': 0.002, 'e': 0.7203630197053014}",25,0,-76.82461848451536,"{0: 18, 1: 0, 2: 6, 3: 0, 4: 1}",0
166,False,"{'a': 0.002, 'e': 0.7189237334319262}",25,11,-29.556645834055303,"{0: 10, 1: 1, 2: 2, 3: 1, 4: 0}",1
167,False,"{'a': 0.002, 'e': 0.7174873228544433}",20,13,-0.612924357637008,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
168,False,"{'a': 0.002, 'e': 0.7160537822272085}",25,0,-29.528396208553747,"{0: 21, 1: 0, 2: 3, 3: 1, 4: 0}",0
169,False,"{'a': 0.002, 'e': 0.7146231058160573}",20,0,-38.634865541621096,"{0: 16, 1: 2, 2: 1, 3: 0, 4: 1}",0
170,False,"{'a': 0.002, 'e': 0.7131952878982822}",20,0,-7.15777073841797,"{0: 16, 1: 2, 2: 2, 3: 0, 4: 0}",0
171,False,"{'a': 0.002, 'e': 0.7117703227626097}",20,0,-94.0609475638432,"{0: 15, 1: 0, 2: 3, 3: 0, 4: 2}",0
172,False,"{'a': 0.002, 'e': 0.7103482047091773}",25,15,-33.394540393096214,"{0: 8, 1: 1, 2: 0, 3: 0, 4: 1}",1
173,False,"{'a': 0.002, 'e': 0.7089289280495107}",20,8,-26.469258341831665,"{0: 8, 1: 1, 2: 2, 3: 1, 4: 0}",1
174,False,"{'a': 0.002, 'e': 0.7075124871065017}",30,15,-94.92974514417803,"{0: 9, 1: 2, 2: 2, 3: 0, 4: 2}",1
175,False,"{'a': 0.002, 'e': 0.7060988762143844}",25,0,-44.91590980390252,"{0: 16, 1: 5, 2: 4, 3: 0, 4: 0}",0
176,False,"{'a': 0.002, 'e': 0.7046880897187134}",20,15,-0.5679748415129675,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
177,False,"{'a': 0.002, 'e': 0.7032801219763409}",30,0,-115.26950539376607,"{0: 20, 1: 0, 2: 8, 3: 1, 4: 1}",0
178,False,"{'a': 0.002, 'e': 0.701874967355394}",20,15,4.495003020159236,"{0: 4, 1: 1, 2: 0, 3: 0, 4: 0}",1
179,False,"{'a': 0.002, 'e': 0.7004726202352524}",20,0,-53.85088151470145,"{0: 17, 1: 0, 2: 1, 3: 1, 4: 1}",0
180,False,"{'a': 0.002, 'e': 0.6990730750065257}",20,11,-55.00867907245154,"{0: 5, 1: 1, 2: 2, 3: 0, 4: 1}",1
181,False,"{'a': 0.002, 'e': 0.697676326071031}",20,2,-22.901527883886047,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 1}",1
182,False,"{'a': 0.002, 'e': 0.696282367841771}",20,0,-63.82172645272376,"{0: 15, 1: 1, 2: 2, 3: 1, 4: 1}",0
183,False,"{'a': 0.002, 'e': 0.6948911947429106}",30,0,-35.95564570851333,"{0: 21, 1: 5, 2: 4, 3: 0, 4: 0}",0
184,False,"{'a': 0.002, 'e': 0.6935028012097558}",20,0,-72.08448595498189,"{0: 16, 1: 0, 2: 2, 3: 0, 4: 2}",0
