trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
1206,False,"{'a': 0.002, 'e': 0.08981529457224763}",20,0,31.92462975013938,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",0
1207,False,"{'a': 0.002, 'e': 0.08963584349399842}",25,12,23.11459434621523,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1208,False,"{'a': 0.002, 'e': 0.08945675095924267}",35,22,24.42304988388146,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1209,False,"{'a': 0.002, 'e': 0.08927801625161007}",30,17,18.972947351071422,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1210,False,"{'a': 0.002, 'e': 0.08909963865616147}",25,13,19.04505041414589,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1211,False,"{'a': 0.002, 'e': 0.08892161745938634}",30,11,31.188734560594952,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1212,False,"{'a': 0.002, 'e': 0.08874395194919957}",25,0,33.375139319001626,"{0: 24, 1: 1, 2: 0, 3: 0, 4: 0}",0
1213,False,"{'a': 0.002, 'e': 0.08856664141493896}",25,8,-17.926252776753543,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 1}",1
1214,False,"{'a': 0.002, 'e': 0.08838968514736205}",25,8,17.64916343189254,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1215,False,"{'a': 0.002, 'e': 0.08821308243864363}",20,11,15.309290099022316,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1216,False,"{'a': 0.002, 'e': 0.08803683258237255}",20,9,6.888305606808123,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1217,False,"{'a': 0.002, 'e': 0.0878609348735492}",25,17,14.36609962858451,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1218,False,"{'a': 0.002, 'e': 0.08768538860858248}",20,11,7.359447824050824,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1219,False,"{'a': 0.002, 'e': 0.08751019308528712}",20,13,12.31470398611636,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1220,False,"{'a': 0.002, 'e': 0.08733534760288077}",25,9,28.537325878790224,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1221,False,"{'a': 0.002, 'e': 0.0871608514619813}",20,11,13.066733473739028,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1222,False,"{'a': 0.002, 'e': 0.08698670396460385}",20,7,23.535773379303226,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1223,False,"{'a': 0.002, 'e': 0.08681290441415829}",20,14,12.060317483724099,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1224,False,"{'a': 0.002, 'e': 0.0866394521154461}",20,6,11.806052822745219,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1225,False,"{'a': 0.002, 'e': 0.08646634637465792}",20,12,15.368763991498206,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1226,False,"{'a': 0.002, 'e': 0.0862935864993705}",25,16,15.788202601207296,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1227,False,"{'a': 0.002, 'e': 0.08612117179854416}",25,16,13.768384648547885,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1228,False,"{'a': 0.002, 'e': 0.08594910158251981}",25,16,18.637138498366827,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1229,False,"{'a': 0.002, 'e': 0.08577737516301644}",25,11,18.29501017467796,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1230,False,"{'a': 0.002, 'e': 0.08560599185312803}",20,6,11.164110165980116,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1231,False,"{'a': 0.002, 'e': 0.08543495096732123}",25,7,31.605006684059333,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1232,False,"{'a': 0.002, 'e': 0.08526425182143217}",25,1,-7.5656516307374995,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 1}",1
1233,False,"{'a': 0.002, 'e': 0.08509389373266411}",20,9,5.6524598514161,"{0: 10, 1: 0, 2: 1, 3: 0, 4: 0}",1
1234,False,"{'a': 0.002, 'e': 0.08492387601958441}",30,19,21.278570917941614,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1235,False,"{'a': 0.002, 'e': 0.08475419800212207}",25,7,-27.053515382673616,"{0: 15, 1: 1, 2: 1, 3: 0, 4: 1}",1
1236,False,"{'a': 0.002, 'e': 0.08458485900156469}",25,11,11.917932837846786,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1237,False,"{'a': 0.002, 'e': 0.08441585834055614}",25,13,26.163539002843887,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1238,False,"{'a': 0.002, 'e': 0.08424719534309347}",30,7,-0.8183176737587876,"{0: 20, 1: 0, 2: 3, 3: 0, 4: 0}",1
1239,False,"{'a': 0.002, 'e': 0.08407886933452453}",30,13,19.752711484969353,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1240,False,"{'a': 0.002, 'e': 0.083910879641545}",30,18,21.598856142541266,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1241,False,"{'a': 0.002, 'e': 0.08374322559219596}",20,9,15.083853400663193,"{0: 10, 1: 1, 2: 0, 3: 0, 4: 0}",1
1242,False,"{'a': 0.002, 'e': 0.0835759065158609}",25,14,-26.23356855925411,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1243,False,"{'a': 0.002, 'e': 0.08340892174326339}",20,2,27.58289886786515,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1244,False,"{'a': 0.002, 'e': 0.08324227060646401}",20,14,11.367317893215715,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1245,False,"{'a': 0.002, 'e': 0.0830759524388581}",25,18,15.576821812927108,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1246,False,"{'a': 0.002, 'e': 0.08290996657517266}",25,8,19.48996084505435,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
1247,False,"{'a': 0.002, 'e': 0.08274431235146412}",25,13,-8.649295901796915,"{0: 10, 1: 1, 2: 0, 3: 1, 4: 0}",1
1248,False,"{'a': 0.002, 'e': 0.08257898910511527}",20,11,15.677522111669992,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1249,False,"{'a': 0.002, 'e': 0.08241399617483297}",25,16,6.208309909031568,"{0: 8, 1: 0, 2: 1, 3: 0, 4: 0}",1
1250,False,"{'a': 0.002, 'e': 0.08224933290064523}",20,12,4.422255558206119,"{0: 7, 1: 0, 2: 1, 3: 0, 4: 0}",1
1251,False,"{'a': 0.002, 'e': 0.0820849986238988}",20,11,10.833739665847917,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1252,False,"{'a': 0.002, 'e': 0.08192099268725626}",20,8,17.688021464610127,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1253,False,"{'a': 0.002, 'e': 0.08175731443469375}",25,12,8.999550058028458,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1254,False,"{'a': 0.002, 'e': 0.08159396321149794}",30,7,35.16690027631485,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
1255,False,"{'a': 0.002, 'e': 0.08143093836426381}",20,15,10.073099834004708,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1256,False,"{'a': 0.002, 'e': 0.08126823924089167}",20,6,21.163609196732352,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1257,False,"{'a': 0.002, 'e': 0.0811058651905849}",25,14,21.673546906547088,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1258,False,"{'a': 0.002, 'e': 0.08094381556384699}",20,11,13.821077582982406,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1259,False,"{'a': 0.002, 'e': 0.08078208971247929}",20,15,9.146243409411191,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1260,False,"{'a': 0.002, 'e': 0.08062068698957811}",25,13,23.373533114233712,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1261,False,"{'a': 0.002, 'e': 0.08045960674953244}",20,6,13.298661517547966,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1262,False,"{'a': 0.002, 'e': 0.08029884834802099}",25,5,17.76864172728777,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1263,False,"{'a': 0.002, 'e': 0.08013841114201005}",20,0,-8.484910662791494,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",0
1264,False,"{'a': 0.002, 'e': 0.07997829448975048}",20,5,-1.279460004792566,"{0: 13, 1: 1, 2: 0, 3: 1, 4: 0}",1
1265,False,"{'a': 0.002, 'e': 0.07981849775077554}",30,13,24.389683822726514,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1266,False,"{'a': 0.002, 'e': 0.07965902028589801}",20,12,14.267434858672999,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1267,False,"{'a': 0.002, 'e': 0.07949986145720786}",20,13,12.464333956780354,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1268,False,"{'a': 0.002, 'e': 0.0793410206280695}",25,11,28.65890719802887,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1269,False,"{'a': 0.002, 'e': 0.07918249716311948}",20,13,12.795250841477289,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1270,False,"{'a': 0.002, 'e': 0.07902429042826366}",20,11,18.416039087908903,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1271,False,"{'a': 0.002, 'e': 0.07886639979067495}",25,13,20.670384623540354,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1272,False,"{'a': 0.002, 'e': 0.07870882461879052}",20,4,20.151109282462187,"{0: 15, 1: 1, 2: 0, 3: 0, 4: 0}",1
1273,False,"{'a': 0.002, 'e': 0.07855156428230954}",20,12,14.44528269120881,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1274,False,"{'a': 0.002, 'e': 0.0783946181521904}",20,6,10.727545646795045,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1275,False,"{'a': 0.002, 'e': 0.07823798560064842}",30,21,15.132704134270329,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1276,False,"{'a': 0.002, 'e': 0.07808166600115313}",20,9,20.556473448393273,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1277,False,"{'a': 0.002, 'e': 0.077925658728426}",20,15,9.24638731019405,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1278,False,"{'a': 0.002, 'e': 0.07776996315843764}",20,8,8.324317483534186,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1279,False,"{'a': 0.002, 'e': 0.07761457866840563}",20,14,10.167336048006643,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1280,False,"{'a': 0.002, 'e': 0.07745950463679176}",20,14,13.036384319007691,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1281,False,"{'a': 0.002, 'e': 0.07730474044329974}",25,12,24.3749337714389,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1282,False,"{'a': 0.002, 'e': 0.07715028546887258}",30,16,26.602038015162655,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1283,False,"{'a': 0.002, 'e': 0.07699613909569011}",20,14,10.73241914362926,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1284,False,"{'a': 0.002, 'e': 0.07684230070716673}",20,14,11.146755041207905,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1285,False,"{'a': 0.002, 'e': 0.0766887696879486}",25,1,30.17137594179646,"{0: 24, 1: 0, 2: 0, 3: 0, 4: 0}",1
1286,False,"{'a': 0.002, 'e': 0.07653554542391151}",25,13,8.071258906084264,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1287,False,"{'a': 0.002, 'e': 0.07638262730215813}",20,16,6.826980341190883,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1288,False,"{'a': 0.002, 'e': 0.07623001471101583}",20,16,9.210376848321909,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1289,False,"{'a': 0.002, 'e': 0.07607770704003398}",30,10,18.580802582648708,"{0: 19, 1: 0, 2: 1, 3: 0, 4: 0}",1
1290,False,"{'a': 0.002, 'e': 0.07592570367998178}",30,16,26.905507167058744,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1291,False,"{'a': 0.002, 'e': 0.07577400402284548}",25,10,22.0404748363513,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1292,False,"{'a': 0.002, 'e': 0.07562260746182634}",20,11,12.506806750856125,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1293,False,"{'a': 0.002, 'e': 0.07547151339133784}",20,10,17.63057356728006,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1294,False,"{'a': 0.002, 'e': 0.07532072120700357}",20,9,-5.463854677644552,"{0: 9, 1: 0, 2: 2, 3: 0, 4: 0}",1
1295,False,"{'a': 0.002, 'e': 0.07517023030565453}",35,18,28.326940089336155,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1296,False,"{'a': 0.002, 'e': 0.07502004008532698}",25,17,15.703916184835176,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1297,False,"{'a': 0.002, 'e': 0.07487014994525974}",20,13,-13.107914156126881,"{0: 5, 1: 0, 2: 2, 3: 0, 4: 0}",1
1298,False,"{'a': 0.002, 'e': 0.07472055928589216}",25,20,8.045244958171256,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1299,False,"{'a': 0.002, 'e': 0.07457126750886131}",20,12,3.74892145910635,"{0: 7, 1: 1, 2: 0, 3: 0, 4: 0}",1
1300,False,"{'a': 0.002, 'e': 0.07442227401699995}",20,0,26.966642772628592,"{0: 19, 1: 1, 2: 0, 3: 0, 4: 0}",0
1301,False,"{'a': 0.002, 'e': 0.07427357821433388}",35,13,-0.026263573211469993,"{0: 21, 1: 0, 2: 0, 3: 0, 4: 1}",1
1302,False,"{'a': 0.002, 'e': 0.0741251795060797}",20,12,16.141512459334972,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1303,False,"{'a': 0.002, 'e': 0.07397707729864236}",25,16,-26.161691491261543,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 1}",1
1304,False,"{'a': 0.002, 'e': 0.0738292709996129}",35,18,24.727981200590776,"{0: 16, 1: 1, 2: 0, 3: 0, 4: 0}",1
1305,False,"{'a': 0.002, 'e': 0.07368176001776583}",25,5,32.7006019219423,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1306,False,"{'a': 0.002, 'e': 0.0735345437630571}",20,4,26.43876104267633,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1307,False,"{'a': 0.002, 'e': 0.07338762164662144}",25,11,12.289731334647671,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1308,False,"{'a': 0.002, 'e': 0.07324099308077024}",25,11,8.25174087772515,"{0: 12, 1: 1, 2: 1, 3: 0, 4: 0}",1
1309,False,"{'a': 0.002, 'e': 0.07309465747898901}",20,12,14.61100985834473,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1310,False,"{'a': 0.002, 'e': 0.07294861425593517}",20,12,15.644862958136393,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1311,False,"{'a': 0.002, 'e': 0.07280286282743559}",20,9,22.412630375803136,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1312,False,"{'a': 0.002, 'e': 0.07265740261048442}",25,2,-2.770130523292393,"{0: 22, 1: 0, 2: 0, 3: 0, 4: 1}",1
1313,False,"{'a': 0.002, 'e': 0.07251223302324053}",20,10,17.407597910640007,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1314,False,"{'a': 0.002, 'e': 0.07236735348502546}",20,2,22.87305436027699,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1315,False,"{'a': 0.002, 'e': 0.07222276341632078}",20,6,18.8810293633332,"{0: 13, 1: 1, 2: 0, 3: 0, 4: 0}",1
1316,False,"{'a': 0.002, 'e': 0.0720784622387661}",30,18,10.623480069313404,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1317,False,"{'a': 0.002, 'e': 0.07193444937515645}",25,14,21.080397177869433,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1318,False,"{'a': 0.002, 'e': 0.07179072424944025}",25,6,29.48766537346343,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1319,False,"{'a': 0.002, 'e': 0.07164728628671672}",30,17,10.357353218601347,"{0: 12, 1: 0, 2: 1, 3: 0, 4: 0}",1
1320,False,"{'a': 0.002, 'e': 0.0715041349132339}",25,8,32.15044239718915,"{0: 17, 1: 0, 2: 0, 3: 0, 4: 0}",1
1321,False,"{'a': 0.002, 'e': 0.07136126955638605}",30,16,25.00744783718129,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1322,False,"{'a': 0.002, 'e': 0.0712186896447116}",25,13,24.739557891611252,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1323,False,"{'a': 0.002, 'e': 0.07107639460789066}",20,0,25.710030986887507,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1324,False,"{'a': 0.002, 'e': 0.07093438387674295}",25,10,22.943738454102206,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
1325,False,"{'a': 0.002, 'e': 0.0707926568832253}",20,14,10.858855116572203,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1326,False,"{'a': 0.002, 'e': 0.0706512130604296}",20,11,13.586617580296721,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1327,False,"{'a': 0.002, 'e': 0.0705100518425803}",25,18,11.721506457427964,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1328,False,"{'a': 0.002, 'e': 0.07036917266503243}",20,7,22.34115114167729,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1329,False,"{'a': 0.002, 'e': 0.07022857496426901}",30,12,31.088269346347424,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1330,False,"{'a': 0.002, 'e': 0.07008825817789911}",20,2,23.128412582034066,"{0: 17, 1: 1, 2: 0, 3: 0, 4: 0}",1
1331,False,"{'a': 0.002, 'e': 0.06994822174465536}",25,6,10.450821618141124,"{0: 18, 1: 0, 2: 0, 3: 1, 4: 0}",1
1332,False,"{'a': 0.002, 'e': 0.06980846510439187}",20,14,11.716449471853306,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1333,False,"{'a': 0.002, 'e': 0.06966898769808184}",25,11,27.076450776300007,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1334,False,"{'a': 0.002, 'e': 0.06952978896781553}",20,12,12.931850974267297,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1335,False,"{'a': 0.002, 'e': 0.06939086835679777}",20,4,19.66684081709734,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
1336,False,"{'a': 0.002, 'e': 0.069252225309346}",30,11,20.64845573263734,"{0: 18, 1: 0, 2: 1, 3: 0, 4: 0}",1
1337,False,"{'a': 0.002, 'e': 0.06911385927088774}",20,13,14.750226197424709,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1338,False,"{'a': 0.002, 'e': 0.06897576968795878}",20,8,8.709233368154964,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1339,False,"{'a': 0.002, 'e': 0.06883795600820049}",20,14,10.02072792439015,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1340,False,"{'a': 0.002, 'e': 0.06870041768035806}",20,9,-25.53359760066487,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 1}",1
1341,False,"{'a': 0.002, 'e': 0.06856315415427791}",20,12,14.899823802485667,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1342,False,"{'a': 0.002, 'e': 0.06842616488090583}",25,7,16.104575341665935,"{0: 17, 1: 0, 2: 1, 3: 0, 4: 0}",1
1343,False,"{'a': 0.002, 'e': 0.06828944931228448}",30,18,7.694903989025507,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
1344,False,"{'a': 0.002, 'e': 0.06815300690155146}",25,11,21.208009223349386,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1345,False,"{'a': 0.002, 'e': 0.06801683710293688}",25,0,-51.36068545984421,"{0: 21, 1: 0, 2: 2, 3: 1, 4: 1}",0
1346,False,"{'a': 0.002, 'e': 0.06788093937176144}",35,6,48.427767609615664,"{0: 29, 1: 0, 2: 0, 3: 0, 4: 0}",1
1347,False,"{'a': 0.002, 'e': 0.06774531316443397}",20,13,9.234522485570317,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
1348,False,"{'a': 0.002, 'e': 0.0676099579384495}",20,14,11.891183714707894,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1349,False,"{'a': 0.002, 'e': 0.0674748731523869}",20,11,16.402722603267083,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1350,False,"{'a': 0.002, 'e': 0.06734005826590692}",20,10,19.724948321994727,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1351,False,"{'a': 0.002, 'e': 0.06720551273974976}",25,6,31.002296151060044,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1352,False,"{'a': 0.002, 'e': 0.06707123603573319}",25,13,21.313787379901484,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1353,False,"{'a': 0.002, 'e': 0.06693722761675015}",20,11,15.67968341283995,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1354,False,"{'a': 0.002, 'e': 0.06680348694676687}",25,13,2.984212924400934,"{0: 10, 1: 2, 2: 0, 3: 0, 4: 0}",1
1355,False,"{'a': 0.002, 'e': 0.06667001349082043}",30,22,13.130155018202682,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1356,False,"{'a': 0.002, 'e': 0.06653680671501686}",30,16,18.58713626872797,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 0}",1
1357,False,"{'a': 0.002, 'e': 0.06640386608652883}",20,8,20.873527394043936,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1358,False,"{'a': 0.002, 'e': 0.06627119107359372}",20,16,7.385090715376994,"{0: 4, 1: 0, 2: 0, 3: 0, 4: 0}",1
1359,False,"{'a': 0.002, 'e': 0.06613878114551125}",20,0,-11.90095465737118,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 1}",1
1360,False,"{'a': 0.002, 'e': 0.06600663577264156}",35,21,10.598953548133956,"{0: 13, 1: 0, 2: 1, 3: 0, 4: 0}",1
1361,False,"{'a': 0.002, 'e': 0.06587475442640295}",20,12,15.614606684837323,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1362,False,"{'a': 0.002, 'e': 0.0657431365792699}",25,15,15.969302985941376,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1363,False,"{'a': 0.002, 'e': 0.0656117817047708}",25,13,22.38248311846327,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1364,False,"{'a': 0.002, 'e': 0.06548068927748603}",20,10,20.138950822411754,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1365,False,"{'a': 0.002, 'e': 0.06534985877304565}",20,8,20.19577985697703,"{0: 12, 1: 0, 2: 0, 3: 0, 4: 0}",1
1366,False,"{'a': 0.002, 'e': 0.06521928966812753}",25,15,17.46016740764414,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
1367,False,"{'a': 0.002, 'e': 0.065088981440455}",25,10,-18.54643216893861,"{0: 14, 1: 0, 2: 0, 3: 0, 4: 1}",1
1368,False,"{'a': 0.002, 'e': 0.06495893356879505}",20,9,17.96636006479673,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1369,False,"{'a': 0.002, 'e': 0.06482914553295596}",30,17,17.642250252089326,"{0: 12, 1: 1, 2: 0, 3: 0, 4: 0}",1
1370,False,"{'a': 0.002, 'e': 0.06469961681378547}",30,22,12.631712054756573,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1371,False,"{'a': 0.002, 'e': 0.06457034689316847}",25,0,38.35781227897828,"{0: 25, 1: 0, 2: 0, 3: 0, 4: 0}",0
1372,False,"{'a': 0.002, 'e': 0.06444133525402518}",20,14,10.690925226719692,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1373,False,"{'a': 0.002, 'e': 0.06431258138030878}",20,14,12.610827597723937,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1374,False,"{'a': 0.002, 'e': 0.06418408475700368}",20,2,24.683866516436353,"{0: 18, 1: 0, 2: 0, 3: 0, 4: 0}",1
1375,False,"{'a': 0.002, 'e': 0.06405584487012317}",20,15,7.904961946210281,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
1376,False,"{'a': 0.002, 'e': 0.06392786120670757}",25,14,19.26687408444335,"{0: 11, 1: 0, 2: 0, 3: 0, 4: 0}",1
1377,False,"{'a': 0.002, 'e': 0.063800133254822}",20,13,1.6981648938594536,"{0: 6, 1: 0, 2: 1, 3: 0, 4: 0}",1
1378,False,"{'a': 0.002, 'e': 0.06367266050355457}",20,10,6.783847740322923,"{0: 9, 1: 0, 2: 1, 3: 0, 4: 0}",1
1379,False,"{'a': 0.002, 'e': 0.063545442443014}",20,12,13.772923862308623,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1380,False,"{'a': 0.002, 'e': 0.06341847856432796}",30,11,29.792062353540768,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1381,False,"{'a': 0.002, 'e': 0.0632917683596407}",20,7,21.374160649365752,"{0: 13, 1: 0, 2: 0, 3: 0, 4: 0}",1
1382,False,"{'a': 0.002, 'e': 0.06316531132211131}",20,12,13.187417284887106,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
1383,False,"{'a': 0.002, 'e': 0.0630391069459114}",25,16,19.016414493663092,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1384,False,"{'a': 0.002, 'e': 0.06291315472622334}",30,11,37.11643473605232,"{0: 19, 1: 0, 2: 0, 3: 0, 4: 0}",1
1385,False,"{'a': 0.002, 'e': 0.06278745415923806}",20,0,29.234644687484547,"{0: 20, 1: 0, 2: 0, 3: 0, 4: 0}",1
1386,False,"{'a': 0.002, 'e': 0.06266200474215315}",25,19,14.775036464718227,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
1387,False,"{'a': 0.002, 'e': 0.06253680597317074}",25,16,14.697180541771244,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
1388,False,"{'a': 0.002, 'e': 0.06241185735149562}",20,14,10.518182188876528,"{0: 6, 1: 0, 2: 0, 3: 0, 4: 0}",1
